column_name,column_type,dataset_count,example_datasets,definition,data_steward,status
Week,LONG,68,4 digit sites | 5 digit sites | Data Quality - Speedway Transactions using Store ID (Production ID),[Comscore] Week number or week identifier for the record,,draft
County FIPS,STRING,68,Active Wayne IOTV without IOTV ID - Stage 1 | After join check | Check,Federal Information Processing Standards (FIPS) code for the county,,confluence
State FIPS,STRING,68,Active Wayne IOTV without IOTV ID - Stage 1 | After join check | Check,Federal Information Processing Standards (FIPS) code for the state,,confluence
R - CPG - Non Food/Beverage - Cannabis (Medical Use),STRING,67,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Retailer advertising restriction flag for CPG — Non Food/Beverage — Cannabis (Medical Use). Indicates whether the site allows this ad category,,draft
R - CPG - Non Food/Beverage - Cannabis (Recreational Use),STRING,67,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Retailer advertising restriction flag for CPG — Non Food/Beverage — Cannabis (Recreational Use). Indicates whether the site allows this ad category,,draft
R - CPG - CBD Hemp Ingestibles (Non-THC),STRING,66,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Retailer advertising restriction flag for CPG — CBD Hemp Ingestibles (Non-THC). Indicates whether the site allows this ad category,,draft
R - CPG - Non Food/Beverage - CBD Hemp (Non-THC),STRING,66,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Retailer advertising restriction flag for CPG — Non Food/Beverage — CBD Hemp (Non-THC). Indicates whether the site allows this ad category,,draft
Name,STRING,64,[AM Test Copy] RPA Conversion for Vistar - V2.0 - 4 Slots | [DNU] - RPA Conversion for Vistar 2.1 - Convert to 4 Slots | [DNU] - RPA Conversion for Vistar 2.1 - Convert to 4 Slots,Display name of the record,,draft
Start Date,DATE,62,[DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data | [Troubleshooting] State Farm Plays - Crawford 2FVX9BFNFAK | Campaign Impact Analysis - Configuration,"Start date for the campaign, flight, or scheduled period",,draft
End Date,DATE,61,[DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data | [DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data | [DNU] RPA Conversion for Vistar V2.1 - Uploaded RPAs Not Matched to Site Data,"End date for the campaign, flight, or scheduled period",,draft
Census Tract,STRING,60,Active Wayne IOTV without IOTV ID - Stage 1 | After join check | Check,U.S. Census Bureau tract identifier for the site's location,,confluence
Deal ID,STRING,60,All GSTV - Combined SSP and Flex - 2023/2024/2025 - Full Granularity | All GSTV - SSP - 2023/2024/2025 - Full Granularity | All GSTV - SSP - August 2024,[PlaceExchange] Unique identifier for Deal,,draft
FIPS,STRING,59,Active Wayne IOTV without IOTV ID - Stage 1 | After join check | Check,Combined federal FIPS code for state and county,,confluence
TZ Raw Offset,LONG,59,Active Wayne IOTV without IOTV ID - Stage 1 | After join check | Check,Timezone raw offset in seconds from UTC (without DST),,confluence
SITE_STATUS,STRING,57,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,Operational status of the GSTV site (uppercase variant of Status),,draft
Postal Code,STRING,57,Adam Salesforce Sites w/Backlog Field | Advertisers | Agencies,"[SF: Site/Location] Postal/ZIP code, typically from Salesforce address data",,draft
Site Phone Number,STRING,56,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,Phone number for the gas station site,,draft
TZ ID,STRING,56,Active Wayne IOTV without IOTV ID - Stage 1 | After join check | Check,"IANA timezone identifier (e.g., America/New_York)",,confluence
Day,DATE,56,All GSTV - Ad Serving - Flexible - 2023/2024/2025 - Consolidated Granularity | All GSTV - Ad Serving - Flexible - 2023/2024/2025 - Full Granularity | All GSTV - Combined SSP and Flex - 2023/2024/2025 - Full Granularity,[Vistar] Day value or day-of-week associated with the record,,draft
Deal,STRING,56,All GSTV - Combined SSP and Flex - 2023/2024/2025 - Full Granularity | All GSTV - SSP - 2023/2024/2025 - Full Granularity | All GSTV - SSP - August 2024,Programmatic deal name or identifier for private marketplace transactions,,draft
Screen Count,LONG,56,Data Quality - Market Plan - Missing Screen Count | Data Quality - Market Plan - Missing Screen Count - Casey's General Stores Only | Data Quality - Market Plan - Missing Screen Count - Gulp Media Network Only,[GBase] Number of media screens at the site,,confluence
Spots,DOUBLE,54,[DNU] Daily Programmatic Exchange Revenue V2 | Ad Ops - Campaigns - Launch Monitoring | Advertisers No Longer Bidding,[Vistar] Number of ad spots delivered,,confluence
Leased Spots,LONG,53, TEMP - Vistar Diagnostic Insights - Q3 2024 | [TEST] Pluto - All Revenue and Diagnostics - Py | Ad Ops Monitoring - Vistar Diagnostics Insights,[Vistar] Number of ad slots leased for the period,,confluence
Category,STRING,53,[DEV] - Ad Ops - Programmatic Campaign Tracking | [DEV] Ad Ops - Programmatic Opportunity Tracking | Advertisers,Classification category for the record,,draft
RETAILER,STRING,53,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Reporting - Campaign Validated Impressions - Filterable by IO | Campaign Validated Impressions - Base Data Set,"Name of the gas station retail chain (e.g., Shell, BP, Circle K, Chevron)",,draft
Day Name,STRING,53,All Sites with Week Ending Status | Formula Hour Test | Formula Test,"Day of the week name (e.g., Monday, Thursday)",,confluence
Requested Spots,LONG,52, TEMP - Vistar Diagnostic Insights - Q3 2024 | [TEST] Pluto - All Revenue and Diagnostics - Py | Ad Ops Monitoring - Vistar Diagnostics Insights,[Vistar] Number of ad spots requested in bookings,,confluence
Spent Spots,LONG,51, TEMP - Vistar Diagnostic Insights - Q3 2024 | [TEST] Pluto - All Revenue and Diagnostics - Py | Ad Ops Monitoring - Vistar Diagnostics Insights,[Vistar] Number of ad spots that have been reported as spent/delivered,,confluence
Manually Expired Spots,LONG,51, TEMP - Vistar Diagnostic Insights - Q3 2024 | [TEST] Pluto - All Revenue and Diagnostics - Py | Ad Ops Monitoring - Vistar Diagnostics Insights,[Vistar] Number of spots manually expired by operations,,confluence
C - EMV Enabled,STRING,51,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Site capability flag: EMV Enabled. Indicates whether this capability is available at the site,,draft
PLAYS_TOTAL,DOUBLE,51,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,Total ad plays/airings for the period,,draft
Status Start Date,DATETIME,51,"Analysis - Average Time Offline | GA Sites Lottery History, Monthly | Gilbarco ICS Hourly Pop By Day and Terminal With Site Information",Date when current status became effective,,confluence
Month,LONG,51,Combined for POP  | Direct Flex Monthly with DMA | Formula Hour Test,Calendar month associated with the record,,draft
Average Daily Impressions,LONG,50,# Sites with RPA Creatives | Assembler Sites with Duplicate Partition Keys | Market Plan - Site List,[Vistar] Average daily impressions metric for the site,,confluence
As Of Date,DATE,49,[DEV] Ad Ops - Programmatic Opportunity Tracking | Booked and Pipeline History | Market Plan - Site List,Reference date for the snapshot or point-in-time data,,draft
PROGRAM,STRING,49,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,[Gilbarco CC] GSTV advertising program type the site participates in,,draft
TRANSACTIONS_TOTAL,DOUBLE,49,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,[Gilbarco CC] Total fuel transactions for the period,,draft
Status End Date,DATE,49,"Analysis - Average Time Offline | GA Sites Lottery History, Monthly | Gilbarco ICS Hourly Pop By Day and Terminal With Site Information",Date when current status ended,,confluence
Average display time latency (seconds),DOUBLE,48, TEMP - Vistar Diagnostic Insights - Q3 2024 | [TEST] Pluto - All Revenue and Diagnostics - Py | Ad Ops Monitoring - Vistar Diagnostics Insights,[Vistar] Average latency in seconds between scheduled and actual ad display time,,confluence
Median Age,DOUBLE,48,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,"[Vistar] Median age of population in the site's trade area, from census data",,draft
Female Index,DOUBLE,47,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Demographic index for Female relative to the national average (100 = average),,draft
Female Percentage,DOUBLE,47,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Percentage of Female population in the site's trade area,,draft
Male Index,DOUBLE,47,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Demographic index for Male relative to the national average (100 = average),,draft
Male Percentage,DOUBLE,47,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Percentage of Male population in the site's trade area,,draft
R - Alcohol - Drink Responsibly Message,STRING,45,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Retailer advertising restriction flag for Alcohol — Drink Responsibly Message. Indicates whether the site allows this ad category,,draft
Month Type,STRING,45,Campaign Validated Impressions - Previous Month | Check grouping | Circle K Check,Classification or category type for Month,,draft
Creative Name,STRING,44,# Active Sites with RPA Creatives | # Active Sites with RPA Creatives | # Sites with RPA Creatives,[Nuxeo] Display name of the Creative,,draft
STATE,STRING,44,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Reporting - Campaign Validated Impressions - Filterable by IO | Campaign Validated Impressions - Base Data Set,[Comscore] U.S. state where the site is located,,draft
Contract Number,LONG,43,Ad Ops - Campaigns - Launch Monitoring | All GSTV - Ad Serving - Flexible - 2023/2024/2025 - Full Granularity | All GSTV - Ad Serving - Flexible - Q1 2025,[Vistar] Advertising contract or insertion order number,,draft
Order Name,STRING,43,All GSTV - Ad Serving - Flexible - 2023/2024/2025 - Full Granularity | All GSTV - Ad Serving - Flexible - Q1 2025 | All GSTV - Ad Serving - Flexible - Q3 2024,[Vistar] Display name of the Order,,draft
Status Rank,LONG,43,"GA Sites Lottery History, Monthly | Gilbarco ICS Notifications with Site Data | IOTV Next Visit 2023 Sites",Numerical ranking of the operational status,,confluence
Sellable Site,STRING,42,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Whether the site is sellable for ad inventory (site-level flag),,draft
state,STRING,42,[TEST] [VEGAS] RPA Header DF | Example Sales Data | Example Sales Data,U.S. state where the site is located,,draft
C - Vistar Programmatic Enabled,STRING,41,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Site capability flag: Vistar Programmatic Enabled. Indicates whether this capability is available at the site,,draft
Average pop time latency (seconds),DOUBLE,40, TEMP - Vistar Diagnostic Insights - Q3 2024 | Ad Ops Monitoring - Vistar Diagnostics Insights | Ad Ops Monitoring - Vistar Diagnostics Insights,[Vistar] Average latency in seconds for ad to appear on screen after triggered,,draft
Schedulable Site,STRING,40,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[Vistar] Whether the site can be scheduled for ad campaigns (site-level flag),,draft
DMA ID - Salesforce,STRING,39,# Sites with RPA Creatives | Active Wayne IOTV without IOTV ID - Stage 1 | After join check,[SF: Campaign Delivery Report] DMA identifier as stored in salesforce,,draft
Monthly Impressions,LONG,39,Adam Salesforce Sites w/Backlog Field | Average Monthly Impressions | GVR SitesDown Jan4-Jan6 2024,Estimated monthly impressions at the site,,confluence
Ratio,DOUBLE,39,Copy Revenue Share - Verifone - Invoice | Kwik Trip Revenue Share | Retailer Campaigns - Casey's,Proportional ratio value used in revenue share or contribution calculations,,draft
TRANSACTIONS_HOUR_00,DOUBLE,38,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,Fuel transaction count for hour 00:00 (24-hour format),,draft
TRANSACTIONS_HOUR_01,DOUBLE,38,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,Fuel transaction count for hour 01:00 (24-hour format),,draft
TRANSACTIONS_HOUR_02,DOUBLE,38,[V-RAP-AND-DE] Production - Campaign Validated Impressions - December 2023 | Campaign Validated Impressions - Base Data Set | Campaign Validated Impressions - Base Data Set - Filterable on Date Range,Fuel transaction count for hour 02:00 (24-hour format),,draft
